ID,farmer_name,training_day,gender,registration,age,group_name,belong_to_cooperative,county,subcounty,ward,adopted_within_07_days,adopted_within_90_days,adopted_within_120_days,has_topic_trained_on,trainer,topics_list
ID_UNGRNV,FAR_ijyyrng,2024-08-05,Female,Ussd,Above 35,GRP_qsgiscg,1,CNT_fhdsoy,SUB_vnahfhi,WRD_avjijsjd,0,0,0,1,['TRA_rkvyofbh'],"[['Dairy Feed Management'], ['Record Keeping In Poultry'], ['Biodeal Poultry'], ['Kienyeji Poultry Feeds']]"
ID_5NSBY7,FAR_jweabrf,2024-08-06,Male,Ussd,Below 35,GRP_pchfeim,0,CNT_vvuukv,SUB_dhaaasn,WRD_emtehozd,0,0,0,1,['TRA_gertumxc'],"[['Reasons Why Ai Fails And Solutions'], ['Herd Management'], ['Poultry Mngt Practices'], ['Feeding A Dairy Cow']]"
ID_K6NTVT,FAR_rndxsyt,2024-08-06,Male,Ussd,Above 35,GRP_pchfeim,0,CNT_vvuukv,SUB_dhaaasn,WRD_emtehozd,0,0,0,1,['TRA_gertumxc'],"[['Reasons Why Ai Fails And Solutions'], ['Herd Management'], ['Poultry Mngt Practices'], ['Feeding A Dairy Cow']]"
ID_4N4MVE,FAR_jsersbx,2024-08-06,Male,Ussd,Above 35,GRP_pchfeim,0,CNT_vvuukv,SUB_dhaaasn,WRD_emtehozd,0,0,0,1,['TRA_gertumxc'],"[['Reasons Why Ai Fails And Solutions'], ['Poultry Mngt Practices'], ['Feeding A Dairy Cow'], ['Herd Management']]"
ID_AY2QMR,FAR_ttfmpwa,2024-08-06,Male,Ussd,Above 35,GRP_pchfeim,0,CNT_vvuukv,SUB_dhaaasn,WRD_emtehozd,0,0,0,1,['TRA_gertumxc'],"[['Reasons Why Ai Fails And Solutions'], ['Herd Management'], ['Poultry Mngt Practices'], ['Feeding A Dairy Cow']]"
ID_2GLY1F,FAR_ogogpzn,2024-08-06,Male,Ussd,Below 35,GRP_pchfeim,0,CNT_vvuukv,SUB_dhaaasn,WRD_emtehozd,0,0,0,1,['TRA_gertumxc'],"[['Reasons Why Ai Fails And Solutions'], ['Herd Management'], ['Feeding A Dairy Cow'], ['Poultry Mngt Practices']]"
ID_GX2GWZ,FAR_wczrofp,2024-08-06,Male,Ussd,Below 35,GRP_pchfeim,0,CNT_vvuukv,SUB_dhaaasn,WRD_emtehozd,0,0,0,1,['TRA_gertumxc'],"[['Reasons Why Ai Fails And Solutions'], ['Herd Management'], ['Poultry Mngt Practices'], ['Feeding A Dairy Cow']]"
ID_4A1CH4,FAR_usrdaxj,2024-08-06,Female,Ussd,Above 35,GRP_pchfeim,0,CNT_vvuukv,SUB_dhaaasn,WRD_emtehozd,0,0,0,1,['TRA_gertumxc'],"[['Reasons Why Ai Fails And Solutions'], ['Herd Management'], ['Feeding A Dairy Cow'], ['Poultry Mngt Practices']]"
ID_3SNJSB,FAR_geiymvj,2024-08-06,Male,Ussd,Above 35,GRP_pchfeim,0,CNT_vvuukv,SUB_dhaaasn,WRD_emtehozd,0,0,0,1,['TRA_gertumxc'],"[['Herd Management'], ['Poultry Mngt Practices']]"
ID_OGE048,FAR_fnwmskt,2024-08-06,Female,Ussd,Below 35,GRP_pchfeim,0,CNT_vvuukv,SUB_dhaaasn,WRD_emtehozd,0,0,0,1,['TRA_gertumxc'],"[['Reasons Why Ai Fails And Solutions'], ['Herd Management'], ['Poultry Mngt Practices'], ['Feeding A Dairy Cow']]"
ID_14TIEJ,FAR_ipkynlo,2024-08-06,Female,Ussd,Above 35,GRP_pchfeim,0,CNT_vvuukv,SUB_dhaaasn,WRD_emtehozd,0,0,0,1,['TRA_gertumxc'],"[['Reasons Why Ai Fails And Solutions'], ['Herd Management'], ['Poultry Mngt Practices'], ['Feeding A Dairy Cow']]"
ID_27KUVY,FAR_llmkbcv,2024-08-06,Male,Ussd,Above 35,GRP_pchfeim,0,CNT_vvuukv,SUB_dhaaasn,WRD_emtehozd,0,0,0,1,['TRA_gertumxc'],"[['Reasons Why Ai Fails And Solutions'], ['Herd Management'], ['Poultry Mngt Practices'], ['Feeding A Dairy Cow']]"
ID_D2SC8H,FAR_hbwolfp,2024-08-06,Female,Manual,Above 35,GRP_pchfeim,0,CNT_vvuukv,SUB_dhaaasn,WRD_emtehozd,0,0,0,1,['TRA_gertumxc'],"[['Feeding A Dairy Cow'], ['Poultry Mngt Practices']]"
ID_HA528J,FAR_ezbjprc,2024-08-06,Female,Ussd,Below 35,GRP_pchfeim,0,CNT_vvuukv,SUB_dhaaasn,WRD_emtehozd,0,0,0,1,['TRA_gertumxc'],"[['Reasons Why Ai Fails And Solutions'], ['Herd Management']]"
ID_JEL43X,FAR_trvalfc,2024-08-06,Female,Ussd,Above 35,GRP_pchfeim,0,CNT_vvuukv,SUB_dhaaasn,WRD_emtehozd,0,0,0,1,['TRA_gertumxc'],"[['Reasons Why Ai Fails And Solutions'], ['Herd Management'], ['Poultry Mngt Practices'], ['Feeding A Dairy Cow']]"
ID_OITFC2,FAR_awdkhto,2024-08-06,Male,Ussd,Below 35,GRP_pchfeim,0,CNT_vvuukv,SUB_dhaaasn,WRD_emtehozd,0,0,0,1,['TRA_gertumxc'],"[['Reasons Why Ai Fails And Solutions'], ['Herd Management'], ['Poultry Mngt Practices'], ['Feeding A Dairy Cow']]"
ID_1C6HJ4,FAR_hjwvzif,2024-08-06,Female,Ussd,Above 35,GRP_pchfeim,0,CNT_vvuukv,SUB_dhaaasn,WRD_emtehozd,0,0,0,1,['TRA_gertumxc'],"[['Reasons Why Ai Fails And Solutions'], ['Poultry Mngt Practices'], ['Feeding A Dairy Cow']]"
ID_BGRMXH,FAR_tdzidpk,2024-08-06,Female,Ussd,Below 35,GRP_pchfeim,0,CNT_vvuukv,SUB_dhaaasn,WRD_emtehozd,0,0,0,1,['TRA_gertumxc'],"[['Reasons Why Ai Fails And Solutions'], ['Herd Management'], ['Poultry Mngt Practices'], ['Feeding A Dairy Cow']]"
ID_SCOAHO,FAR_ulxwtec,2024-08-06,Female,Ussd,Below 35,GRP_pchfeim,0,CNT_vvuukv,SUB_dhaaasn,WRD_emtehozd,0,0,0,1,['TRA_gertumxc'],"[['Reasons Why Ai Fails And Solutions'], ['Herd Management'], ['Poultry Mngt Practices'], ['Feeding A Dairy Cow']]"
ID_WJVVBQ,FAR_vtcfphh,2024-08-06,Male,Ussd,Above 35,GRP_pchfeim,0,CNT_vvuukv,SUB_dhaaasn,WRD_emtehozd,0,0,0,1,['TRA_gertumxc'],"[['Reasons Why Ai Fails And Solutions'], ['Herd Management'], ['Poultry Mngt Practices'], ['Feeding A Dairy Cow']]"
ID_UTPFTS,FAR_noiphln,2024-08-06,Male,Ussd,Above 35,GRP_pchfeim,0,CNT_vvuukv,SUB_dhaaasn,WRD_emtehozd,0,0,0,1,['TRA_gertumxc'],"[['Reasons Why Ai Fails And Solutions'], ['Herd Management'], ['Poultry Mngt Practices'], ['Feeding A Dairy Cow']]"
ID_PA6LX4,FAR_clzpzls,2024-08-06,Male,Ussd,Above 35,GRP_pchfeim,0,CNT_vvuukv,SUB_dhaaasn,WRD_emtehozd,0,0,0,1,['TRA_gertumxc'],"[['Reasons Why Ai Fails And Solutions'], ['Herd Management'], ['Poultry Mngt Practices'], ['Feeding A Dairy Cow']]"
ID_60WBSQ,FAR_djgtjnf,2024-08-06,Female,Ussd,Above 35,GRP_pchfeim,0,CNT_vvuukv,SUB_dhaaasn,WRD_emtehozd,0,0,0,1,['TRA_gertumxc'],"[['Reasons Why Ai Fails And Solutions'], ['Herd Management'], ['Poultry Mngt Practices'], ['Feeding A Dairy Cow']]"
ID_E6B4H1,FAR_nmxoszs,2024-08-06,Female,Ussd,Above 35,GRP_pchfeim,0,CNT_vvuukv,SUB_dhaaasn,WRD_emtehozd,0,0,0,1,['TRA_gertumxc'],"[['Reasons Why Ai Fails And Solutions'], ['Herd Management'], ['Poultry Mngt Practices'], ['Feeding A Dairy Cow']]"
ID_UYXG78,FAR_izmznsr,2024-08-06,Female,Ussd,Below 35,GRP_pchfeim,0,CNT_vvuukv,SUB_dhaaasn,WRD_emtehozd,0,0,0,1,['TRA_gertumxc'],"[['Reasons Why Ai Fails And Solutions'], ['Herd Management'], ['Poultry Mngt Practices'], ['Feeding A Dairy Cow']]"
ID_3E4CFS,FAR_grehbkt,2024-08-06,Female,Ussd,Above 35,GRP_pchfeim,0,CNT_vvuukv,SUB_dhaaasn,WRD_emtehozd,0,0,0,1,['TRA_gertumxc'],"[['Reasons Why Ai Fails And Solutions'], ['Herd Management'], ['Poultry Mngt Practices'], ['Feeding A Dairy Cow']]"
ID_J6XEGP,FAR_ipqpsbe,2024-08-06,Female,Ussd,Below 35,GRP_pchfeim,0,CNT_vvuukv,SUB_dhaaasn,WRD_emtehozd,0,0,0,1,['TRA_gertumxc'],"[['Reasons Why Ai Fails And Solutions'], ['Herd Management'], ['Poultry Mngt Practices'], ['Feeding A Dairy Cow']]"
ID_M6X7JJ,FAR_breyyoj,2024-08-06,Male,Ussd,Below 35,GRP_pchfeim,0,CNT_vvuukv,SUB_dhaaasn,WRD_emtehozd,0,0,0,1,['TRA_gertumxc'],"[['Reasons Why Ai Fails And Solutions'], ['Herd Management'], ['Poultry Mngt Practices'], ['Feeding A Dairy Cow']]"
ID_1ROHRU,FAR_gbksuve,2024-08-06,Female,Ussd,Above 35,GRP_pchfeim,0,CNT_vvuukv,SUB_dhaaasn,WRD_emtehozd,0,0,0,1,['TRA_gertumxc'],"[['Reasons Why Ai Fails And Solutions'], ['Herd Management'], ['Poultry Mngt Practices'], ['Feeding A Dairy Cow']]"
ID_K1R3YN,FAR_qvkvdio,2024-08-06,Male,Ussd,Below 35,GRP_pchfeim,0,CNT_vvuukv,SUB_dhaaasn,WRD_emtehozd,0,0,0,1,['TRA_gertumxc'],"[['Reasons Why Ai Fails And Solutions'], ['Herd Management'], ['Poultry Mngt Practices'], ['Feeding A Dairy Cow']]"
ID_FP9CMX,FAR_ahfaazr,2024-08-06,Female,Ussd,Below 35,GRP_pchfeim,0,CNT_vvuukv,SUB_dhaaasn,WRD_emtehozd,0,0,0,1,['TRA_gertumxc'],"[['Reasons Why Ai Fails And Solutions'], ['Herd Management'], ['Poultry Mngt Practices'], ['Feeding A Dairy Cow']]"
ID_L8V3YB,FAR_xtvnejr,2024-08-06,Female,Ussd,Above 35,GRP_pchfeim,0,CNT_vvuukv,SUB_dhaaasn,WRD_emtehozd,0,0,0,1,['TRA_gertumxc'],"[['Reasons Why Ai Fails And Solutions'], ['Herd Management'], ['Poultry Mngt Practices'], ['Feeding A Dairy Cow']]"
ID_ZM7FL0,FAR_dodrabg,2024-08-06,Female,Ussd,Below 35,GRP_pchfeim,0,CNT_vvuukv,SUB_dhaaasn,WRD_emtehozd,0,0,0,1,['TRA_gertumxc'],"[['Reasons Why Ai Fails And Solutions'], ['Herd Management'], ['Poultry Mngt Practices'], ['Feeding A Dairy Cow']]"
ID_UEZND9,FAR_dkjorum,2024-08-06,Female,Ussd,Below 35,GRP_pchfeim,0,CNT_vvuukv,SUB_dhaaasn,WRD_emtehozd,0,0,0,1,['TRA_gertumxc'],"[['Reasons Why Ai Fails And Solutions'], ['Herd Management'], ['Poultry Mngt Practices'], ['Feeding A Dairy Cow']]"
ID_QD10O2,FAR_jraukgq,2024-08-06,Female,Manual,Above 35,GRP_pchfeim,0,CNT_vvuukv,SUB_dhaaasn,WRD_emtehozd,0,0,0,1,['TRA_gertumxc'],"[['Feeding A Dairy Cow'], ['Poultry Mngt Practices']]"
ID_FAO2FM,FAR_pqkfevl,2024-08-06,Male,Ussd,Above 35,GRP_pchfeim,0,CNT_vvuukv,SUB_dhaaasn,WRD_emtehozd,0,0,0,1,['TRA_gertumxc'],"[['Reasons Why Ai Fails And Solutions'], ['Herd Management'], ['Poultry Mngt Practices'], ['Feeding A Dairy Cow']]"
ID_CAIAVI,FAR_ujsyqon,2024-08-06,Female,Ussd,Below 35,GRP_pchfeim,0,CNT_vvuukv,SUB_dhaaasn,WRD_emtehozd,0,0,0,1,['TRA_gertumxc'],"[['Reasons Why Ai Fails And Solutions'], ['Herd Management'], ['Feeding A Dairy Cow']]"
ID_R1UT4N,FAR_cnqmsxq,2024-08-06,Female,Ussd,Above 35,GRP_pchfeim,0,CNT_vvuukv,SUB_dhaaasn,WRD_emtehozd,0,0,0,1,['TRA_gertumxc'],[['Reasons Why Ai Fails And Solutions']]
ID_RVDWQN,FAR_vjlvqrf,2024-08-06,Male,Ussd,Above 35,GRP_pchfeim,0,CNT_vvuukv,SUB_dhaaasn,WRD_emtehozd,0,0,0,1,['TRA_gertumxc'],"[['Reasons Why Ai Fails And Solutions'], ['Herd Management'], ['Poultry Mngt Practices'], ['Feeding A Dairy Cow']]"
ID_TXLREY,FAR_ugkdyxr,2024-08-06,Male,Ussd,Above 35,GRP_pchfeim,0,CNT_vvuukv,SUB_dhaaasn,WRD_emtehozd,0,0,0,1,['TRA_gertumxc'],"[['Reasons Why Ai Fails And Solutions'], ['Herd Management'], ['Poultry Mngt Practices'], ['Feeding A Dairy Cow']]"
ID_5PODW6,FAR_tpzchns,2024-08-06,Female,Ussd,Above 35,GRP_pchfeim,0,CNT_vvuukv,SUB_dhaaasn,WRD_emtehozd,0,0,0,1,['TRA_gertumxc'],"[['Reasons Why Ai Fails And Solutions'], ['Herd Management'], ['Poultry Mngt Practices'], ['Feeding A Dairy Cow']]"
ID_BFZW8B,FAR_vumisyg,2024-08-06,Female,Ussd,Above 35,GRP_pchfeim,0,CNT_vvuukv,SUB_dhaaasn,WRD_emtehozd,0,0,0,1,['TRA_gertumxc'],"[['Reasons Why Ai Fails And Solutions'], ['Herd Management'], ['Poultry Mngt Practices'], ['Feeding A Dairy Cow']]"
ID_WR97Q7,FAR_ekpdfvm,2024-08-06,Female,Manual,Above 35,GRP_luwbjjg,0,CNT_fhdsoy,SUB_mdyljqn,WRD_atkhhvon,0,0,0,1,['TRA_rkvyofbh'],"[['How To Feed Kienyeji Chicken From 1 Day Old To Maturity'], ['How To Feed Layers From 1 Day Old To Maturity'], ['Unga Dairy Feeds', 'Hygiene And Health Products']]"
ID_KQ3TY0,FAR_dhawvke,2024-08-07,Male,Manual,Above 35,GRP_fbkujpq,0,CNT_mvqqmw,SUB_nrjsgty,WRD_gwikueno,0,0,0,1,['TRA_kkzpfdtu'],"[['Herd Health Management.'], ['The Benefits Of Ndume App'], ['Poultry Management Practises.']]"
ID_818BY7,FAR_sdjddnv,2024-08-07,Female,Manual,Above 35,GRP_polquwq,0,CNT_vvuukv,SUB_dhaaasn,WRD_emtehozd,0,0,0,1,['TRA_gertumxc'],"[['Herd Health Management.'], ['The Benefits Of Ndume App']]"
ID_QBEMAF,FAR_xabbkzg,2024-08-07,Male,Ussd,Above 35,GRP_evdzuey,0,CNT_mggvna,SUB_bvliimx,WRD_ognfstan,0,0,0,0,['TRA_hyodnntj'],"[['Biosecurity In Poultry Farming', 'Calf Feeding', 'Feeding A Lactating Cow', 'Milking Hygiene', 'Personal Protective Equipment (Ppe)', 'Poultry Diseases And Biosecurity']]"
ID_X2YW45,FAR_srjzyal,2024-08-07,Female,Manual,Above 35,GRP_fbkujpq,0,CNT_mvqqmw,SUB_nrjsgty,WRD_gwikueno,0,0,0,1,['TRA_kkzpfdtu'],"[['Herd Health Management.'], ['Poultry Management Practises.']]"
ID_RWGV9T,FAR_eqxneqa,2024-08-07,Female,Manual,Above 35,GRP_fbkujpq,0,CNT_mvqqmw,SUB_nrjsgty,WRD_gwikueno,0,0,0,1,['TRA_kkzpfdtu'],"[['Herd Health Management.'], ['The Benefits Of Ndume App'], ['Poultry Health Management.'], ['Poultry Management Practises.']]"
ID_JKBRED,FAR_ptotdvv,2024-08-07,Female,Manual,Above 35,GRP_polquwq,0,CNT_vvuukv,SUB_dhaaasn,WRD_emtehozd,0,0,0,1,['TRA_gertumxc'],"[['The Benefits Of Ndume App'], ['Poultry Health Management.'], ['Poultry Management Practises.']]"
ID_ESHZ13,FAR_qliucuu,2024-08-07,Female,Manual,Above 35,GRP_fbkujpq,0,CNT_mvqqmw,SUB_nrjsgty,WRD_gwikueno,0,0,0,1,['TRA_kkzpfdtu'],"[['Herd Health Management.'], ['The Benefits Of Ndume App'], ['Poultry Health Management.'], ['Poultry Management Practises.']]"
ID_C2RGEX,FAR_wpznxet,2024-08-07,Female,Ussd,Above 35,GRP_caxlnjk,1,CNT_mggvna,SUB_bvliimx,WRD_ognfstan,0,0,0,0,['TRA_hyodnntj'],"[['Biosecurity In Poultry Farming', 'Calf Feeding', 'Feeding A Lactating Cow', 'Milking Hygiene', 'Personal Protective Equipment (Ppe)', 'Poultry Diseases And Biosecurity']]"
ID_I2NT2R,FAR_pssfmsp,2024-08-07,Male,Ussd,Above 35,GRP_evdzuey,1,CNT_mggvna,SUB_bvliimx,WRD_ognfstan,0,0,0,0,['TRA_hyodnntj'],"[['Biosecurity In Poultry Farming', 'Calf Feeding', 'Feeding A Lactating Cow']]"
ID_W2VXHG,FAR_zteckgy,2024-08-07,Female,Ussd,Above 35,GRP_rifrocn,0,CNT_mggvna,SUB_bvliimx,WRD_ognfstan,0,0,0,0,['TRA_hyodnntj'],"[['Biosecurity In Poultry Farming', 'Milking Hygiene', 'Personal Protective Equipment (Ppe)', 'Poultry Diseases And Biosecurity']]"
ID_OU48KH,FAR_tjlrtny,2024-08-07,Female,Ussd,Below 35,GRP_kxaipmh,0,CNT_yljqnl,SUB_jchavji,WRD_zidfbzvh,0,0,0,1,['TRA_suiifsur'],"[['Disadvantages Of Natural Mating.'], ['Poultry Management Practises.']]"
ID_HYTBQE,FAR_ujraoic,2024-08-07,Female,Manual,Above 35,GRP_htlgsci,0,CNT_lpotuu,SUB_hdsoyfn,WRD_kveknesx,0,0,0,0,['TRA_szrwyfzz'],"[['Herd Health Management.', 'Infertility In Dairy Cows', 'Poultry Health Management.', 'Poultry Management Practises.', 'The Benefits Of Ndume App']]"
ID_F2B3ER,FAR_ooyulql,2024-08-07,Female,Ussd,Below 35,GRP_evdzuey,1,CNT_mggvna,SUB_bvliimx,WRD_ognfstan,0,0,0,0,['TRA_hyodnntj'],"[['Biosecurity In Poultry Farming', 'Calf Feeding', 'Feeding A Lactating Cow', 'Milking Hygiene', 'Personal Protective Equipment (Ppe)', 'Poultry Diseases And Biosecurity']]"
ID_CYEW5V,FAR_cqkwwbo,2024-08-07,Female,Ussd,Below 35,GRP_vbqajpi,0,CNT_mggvna,SUB_bvliimx,WRD_ognfstan,0,0,0,1,['TRA_hyodnntj'],"[['Biosecurity In Poultry Farming', 'Calf Feeding', 'Dairy Health Management', 'Diseases In Dairy Farming', 'Feeding A Lactating Cow', 'Milking Hygiene', 'Personal Protective Equipment (Ppe)', 'Poultry Diseases And Biosecurity', 'Poultry Health Management']]"
ID_V329EB,FAR_ptsrpgv,2024-08-07,Female,Ussd,Above 35,GRP_evdzuey,0,CNT_mggvna,SUB_bvliimx,WRD_ognfstan,0,0,0,0,['TRA_hyodnntj'],"[['Biosecurity In Poultry Farming', 'Calf Feeding', 'Feeding A Lactating Cow']]"
ID_ER6EBO,FAR_inoadru,2024-08-07,Female,Ussd,Above 35,GRP_polquwq,0,CNT_vvuukv,SUB_dhaaasn,WRD_emtehozd,0,0,0,1,['TRA_gertumxc'],"[['The Benefits Of Ndume App'], ['Herd Health Management.'], ['Poultry Health Management.'], ['Poultry Management Practises.']]"
ID_HK60HK,FAR_tohkzii,2024-08-07,Female,Ussd,Below 35,GRP_evdzuey,1,CNT_mggvna,SUB_bvliimx,WRD_ognfstan,0,0,0,0,['TRA_hyodnntj'],"[['Biosecurity In Poultry Farming', 'Calf Feeding', 'Feeding A Lactating Cow']]"
ID_26TV0V,FAR_megtvus,2024-08-07,Female,Ussd,Below 35,GRP_caxlnjk,0,CNT_mggvna,SUB_bvliimx,WRD_ognfstan,0,0,0,0,['TRA_hyodnntj'],"[['Biosecurity In Poultry Farming', 'Calf Feeding', 'Dairy Health Management', 'Feeding A Lactating Cow', 'Milking Hygiene', 'Personal Protective Equipment (Ppe)', 'Poultry Diseases And Biosecurity', 'Poultry Health Management']]"
ID_71BX3S,FAR_sokbggt,2024-08-07,Female,Ussd,Below 35,GRP_evdzuey,0,CNT_mggvna,SUB_bvliimx,WRD_ognfstan,0,0,0,0,['TRA_hyodnntj'],"[['Biosecurity In Poultry Farming', 'Calf Feeding', 'Dairy Health Management', 'Feeding A Lactating Cow', 'Milking Hygiene', 'Personal Protective Equipment (Ppe)', 'Poultry Diseases And Biosecurity', 'Poultry Health Management'], ['Biosecurity In Poultry Farming', 'Calf Feeding', 'Feeding A Lactating Cow']]"
ID_VWEGGM,FAR_yignbwz,2024-08-07,Male,Ussd,Above 35,GRP_vbqajpi,1,CNT_mggvna,SUB_bvliimx,WRD_ognfstan,0,0,0,0,['TRA_hyodnntj'],"[['Biosecurity In Poultry Farming', 'Calf Feeding', 'Feeding A Lactating Cow']]"
ID_LMZ4PO,FAR_ofjgqoq,2024-08-07,Female,Ussd,Above 35,GRP_evdzuey,0,CNT_mggvna,SUB_bvliimx,WRD_ognfstan,0,0,0,0,['TRA_hyodnntj'],"[['Biosecurity In Poultry Farming', 'Calf Feeding', 'Feeding A Lactating Cow']]"
ID_QT7TCE,FAR_ovegtdw,2024-08-07,Female,Ussd,Above 35,GRP_evdzuey,1,CNT_mggvna,SUB_bvliimx,WRD_ognfstan,0,0,0,0,['TRA_hyodnntj'],"[['Biosecurity In Poultry Farming', 'Calf Feeding', 'Feeding A Lactating Cow', 'Milking Hygiene', 'Personal Protective Equipment (Ppe)', 'Poultry Diseases And Biosecurity']]"
ID_8MAG70,FAR_hwifclp,2024-08-07,Female,Ussd,Above 35,GRP_vbqajpi,1,CNT_mggvna,SUB_bvliimx,WRD_ognfstan,0,0,0,0,['TRA_hyodnntj'],"[['Biosecurity In Poultry Farming', 'Calf Feeding', 'Feeding A Lactating Cow']]"
ID_DEQFV6,FAR_fjulxnd,2024-08-07,Male,Ussd,Below 35,GRP_polquwq,0,CNT_vvuukv,SUB_dhaaasn,WRD_emtehozd,0,0,0,1,['TRA_gertumxc'],"[['The Benefits Of Ndume App'], ['Poultry Health Management.'], ['Poultry Management Practises.']]"
ID_9HK7TZ,FAR_fxeoujc,2024-08-07,Female,Ussd,Above 35,GRP_vsiewvn,1,CNT_fhdsoy,SUB_mdyljqn,WRD_atkhhvon,0,0,0,1,['TRA_rkvyofbh'],"[['Feeding A Lactating Cow'], ['Calf Feeding'], ['Biosecurity In Poultry Farming']]"
ID_MM2YR8,FAR_lpnmksm,2024-08-07,Male,Ussd,Above 35,GRP_caxlnjk,0,CNT_mggvna,SUB_bvliimx,WRD_ognfstan,0,0,0,0,['TRA_hyodnntj'],"[['Biosecurity In Poultry Farming', 'Calf Feeding', 'Dairy Health Management', 'Feeding A Lactating Cow', 'Milking Hygiene', 'Personal Protective Equipment (Ppe)', 'Poultry Diseases And Biosecurity', 'Poultry Health Management']]"
ID_O8I2E4,FAR_zoehnji,2024-08-07,Female,Manual,Above 35,GRP_qikouru,1,CNT_fhdsoy,SUB_mdyljqn,WRD_atkhhvon,0,0,0,1,['TRA_rkvyofbh'],"[['Calf Feeding'], ['Feeding A Lactating Cow']]"
ID_2NQFHA,FAR_szgghwm,2024-08-07,Male,Ussd,Above 35,GRP_evdzuey,1,CNT_mggvna,SUB_bvliimx,WRD_ognfstan,0,0,0,0,['TRA_hyodnntj'],"[['Biosecurity In Poultry Farming', 'Calf Feeding', 'Dairy Health Management', 'Feeding A Lactating Cow', 'Milking Hygiene', 'Personal Protective Equipment (Ppe)', 'Poultry Diseases And Biosecurity', 'Poultry Health Management']]"
ID_2CZTNE,FAR_uvpbcar,2024-08-07,Female,Ussd,Above 35,GRP_evdzuey,1,CNT_mggvna,SUB_bvliimx,WRD_ognfstan,0,0,0,0,['TRA_hyodnntj'],"[['Biosecurity In Poultry Farming', 'Calf Feeding', 'Feeding A Lactating Cow']]"
ID_7RS203,FAR_wkicgqk,2024-08-07,Male,Ussd,Above 35,GRP_evdzuey,0,CNT_mggvna,SUB_bvliimx,WRD_ognfstan,0,0,0,0,['TRA_hyodnntj'],"[['Biosecurity In Poultry Farming', 'Feeding A Lactating Cow']]"
ID_KL7NW9,FAR_ikupuuq,2024-08-07,Female,Ussd,Above 35,GRP_evdzuey,1,CNT_mggvna,SUB_bvliimx,WRD_ognfstan,0,0,0,1,['TRA_hyodnntj'],"[['Biosecurity In Poultry Farming', 'Calf Feeding', 'Diseases In Dairy Farming', 'Feeding A Lactating Cow', 'Milking Hygiene', 'Personal Protective Equipment (Ppe)', 'Poultry Diseases And Biosecurity', 'Poultry Health Management']]"
ID_MWLAG0,FAR_zbfzttx,2024-08-07,Male,Ussd,Above 35,GRP_evdzuey,0,CNT_mggvna,SUB_bvliimx,WRD_ognfstan,0,0,0,0,['TRA_hyodnntj'],"[['Biosecurity In Poultry Farming', 'Calf Feeding', 'Feeding A Lactating Cow', 'Milking Hygiene', 'Personal Protective Equipment (Ppe)', 'Poultry Diseases And Biosecurity']]"
ID_PNCCLG,FAR_dhzrfpd,2024-08-07,Male,Ussd,Below 35,GRP_caxlnjk,1,CNT_mggvna,SUB_bvliimx,WRD_ognfstan,0,0,0,0,['TRA_hyodnntj'],"[['Biosecurity In Poultry Farming', 'Calf Feeding', 'Dairy Health Management', 'Feeding A Lactating Cow', 'Milking Hygiene', 'Personal Protective Equipment (Ppe)', 'Poultry Diseases And Biosecurity', 'Poultry Health Management']]"
ID_G9OPVO,FAR_drrpdvm,2024-08-07,Male,Ussd,Above 35,GRP_evdzuey,0,CNT_mggvna,SUB_bvliimx,WRD_ognfstan,0,0,0,0,['TRA_hyodnntj'],"[['Biosecurity In Poultry Farming', 'Calf Feeding', 'Feeding A Lactating Cow']]"
ID_5IM9SJ,FAR_ecduqyo,2024-08-07,Female,Ussd,Above 35,GRP_evdzuey,1,CNT_mggvna,SUB_bvliimx,WRD_ognfstan,0,0,0,0,['TRA_hyodnntj'],"[['Biosecurity In Poultry Farming', 'Calf Feeding', 'Dairy Health Management', 'Feeding A Lactating Cow', 'Milking Hygiene', 'Personal Protective Equipment (Ppe)', 'Poultry Diseases And Biosecurity', 'Poultry Health Management']]"
ID_AGJOGY,FAR_bveotcc,2024-08-07,Female,Ussd,Above 35,GRP_evdzuey,0,CNT_mggvna,SUB_bvliimx,WRD_ognfstan,0,0,0,0,['TRA_hyodnntj'],"[['Biosecurity In Poultry Farming', 'Calf Feeding', 'Dairy Health Management', 'Diseases In Dairy Farming', 'Feeding A Lactating Cow', 'Milking Hygiene', 'Personal Protective Equipment (Ppe)', 'Poultry Diseases And Biosecurity', 'Poultry Health Management']]"
ID_WT8AYU,FAR_dasqdiz,2024-08-07,Male,Ussd,Below 35,GRP_obzxnun,1,CNT_mggvna,SUB_bvliimx,WRD_ognfstan,0,0,0,0,['TRA_hyodnntj'],"[['Biosecurity In Poultry Farming', 'Calf Feeding', 'Dairy Health Management', 'Diseases In Dairy Farming', 'Feeding A Lactating Cow', 'Milking Hygiene', 'Personal Protective Equipment (Ppe)', 'Poultry Diseases And Biosecurity', 'Poultry Health Management']]"
ID_5S0YA1,FAR_nfrggtd,2024-08-07,Male,Ussd,Above 35,GRP_caxlnjk,0,CNT_mggvna,SUB_bvliimx,WRD_ognfstan,0,0,0,1,['TRA_hyodnntj'],"[['Biosecurity In Poultry Farming', 'Calf Feeding', 'Dairy Health Management', 'Diseases In Dairy Farming', 'Feeding A Lactating Cow', 'Milking Hygiene', 'Personal Protective Equipment (Ppe)', 'Poultry Diseases And Biosecurity', 'Poultry Health Management']]"
